system:index,GEM_plot_code,long,LAI,plot_name,region_name,site,.geo,date
2_2013_02_14_165,ANK-03,-2.65,2.8000000000000003,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2013-02-14
2_2013_02_26_166,BOB-01,-1.338918,3,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2013-02-26
2_2013_03_10_165,ANK-03,-2.65,4,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2013-03-10
2_2013_03_14_165,ANK-03,-2.65,3.4000000000000004,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2013-03-14
2_2013_04_11_166,BOB-01,-1.338918,4.5,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2013-04-11
2_2013_07_20_164,ANK-01,-2.65,1.1,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2013-07-20
2_2013_09_30_166,BOB-01,-1.338918,2.4000000000000004,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2013-09-30
2_2013_10_16_166,BOB-01,-1.338918,2.9000000000000004,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2013-10-16
2_2013_10_20_166,BOB-01,-1.338918,2.2,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2013-10-20
2_2013_10_28_166,BOB-01,-1.338918,4.5,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2013-10-28
2_2013_11_05_165,ANK-03,-2.65,2,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2013-11-05
2_2013_11_09_164,ANK-01,-2.65,1.7000000000000002,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2013-11-09
2_2013_11_17_164,ANK-01,-2.65,3.6,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2013-11-17
2_2013_11_21_165,ANK-03,-2.65,3.1,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2013-11-21
2_2013_11_25_166,BOB-01,-1.338918,3.2,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2013-11-25
2_2013_11_29_165,ANK-03,-2.65,4.1000000000000005,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2013-11-29
2_2013_12_07_164,ANK-01,-2.65,4.5,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2013-12-07
2_2013_12_07_165,ANK-03,-2.65,4,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2013-12-07
2_2013_12_15_164,ANK-01,-2.65,4.9,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2013-12-15
